SELECT DISTINCT ?s ?o WHERE {  ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Animal> .  ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?s <http://dbpedia.org/ontology/breeder> ?in1 . ?in1 <http://dbpedia.org/ontology/placeOfBurial> ?in2 . ?o <http://dbpedia.org/ontology/southEastPlace> ?in2 . }	0
SELECT DISTINCT ?s ?o WHERE {  ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Animal> .  ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?s <http://dbpedia.org/ontology/birthPlace> ?in1 . ?in2 <http://dbpedia.org/ontology/southEastPlace> ?in1 . ?in2 <http://dbpedia.org/ontology/southEastPlace> ?o . }	0
SELECT DISTINCT ?s ?o WHERE {  ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Animal> .  ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?s <http://dbpedia.org/ontology/birthPlace> ?in1 . ?in1 <http://dbpedia.org/ontology/endPoint> ?in2 . ?o <http://dbpedia.org/ontology/subregion> ?in2 . }	0
SELECT DISTINCT ?s ?o WHERE {  ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Animal> .  ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?s <http://dbpedia.org/ontology/deathPlace> ?in1 . ?in2 <http://dbpedia.org/ontology/hasOutsidePlace> ?in1 . ?in2 <http://dbpedia.org/ontology/southPlace> ?o . }	0
SELECT DISTINCT ?s ?o WHERE {  ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Animal> .  ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?s <http://dbpedia.org/ontology/breeder> ?in1 . ?in1 <http://dbpedia.org/ontology/announcedFrom> ?in2 . ?o <http://dbpedia.org/ontology/southEastPlace> ?in2 . }	0
SELECT DISTINCT ?s ?o WHERE {  ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Animal> .  ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?s <http://dbpedia.org/ontology/birthPlace> ?in1 . ?in1 <http://dbpedia.org/ontology/southPlace> ?in2 . ?in2 <http://dbpedia.org/ontology/northEastPlace> ?o . }	0
SELECT DISTINCT ?s ?o WHERE {  ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Animal> .  ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?s <http://dbpedia.org/ontology/breeder> ?in1 . ?in1 <http://dbpedia.org/ontology/educationPlace> ?in2 . ?o <http://dbpedia.org/ontology/northPlace> ?in2 . }	0
SELECT DISTINCT ?s ?o WHERE {  ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Animal> .  ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?s <http://dbpedia.org/ontology/breeder> ?in1 . ?in1 <http://dbpedia.org/ontology/bodyDiscovered> ?in2 . ?in2 <http://dbpedia.org/ontology/previousEntity> ?o . }	0
SELECT DISTINCT ?s ?o WHERE {  ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Animal> .  ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?s <http://dbpedia.org/ontology/deathPlace> ?in1 . ?in1 <http://dbpedia.org/ontology/namedByLanguage> ?in2 . ?o <http://dbpedia.org/ontology/nextEntity> ?in2 . }	0
SELECT DISTINCT ?s ?o WHERE {  ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Animal> .  ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?s <http://dbpedia.org/ontology/deathPlace> ?in1 . ?in2 <http://dbpedia.org/ontology/northEastPlace> ?in1 . ?o <http://dbpedia.org/ontology/southEastPlace> ?in2 . }	0
